Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR27013249_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 65.50633222632393)	(2.0, 18.94553113338564)	(3.0, 7.469570290831698)	(4.0, 3.4012549211990115)	(5.0, 1.582407053420826)	(6.0, 0.9028511737073324)	(7.0, 0.5094014966681172)	(8.0, 0.3128332131261075)	(9.0, 0.22214587259101642)	('>10', 1.0934850771261655)	('>50', 0.019603683999105795)	('>100', 0.034583857621064)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013250_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 55.5578128822407)	(2.0, 21.249180377830434)	(3.0, 9.804991844457033)	(4.0, 5.005107291779478)	(5.0, 2.7014164481542933)	(6.0, 1.5775741600280242)	(7.0, 0.9956346557693941)	(8.0, 0.6084276774342237)	(9.0, 0.41074857755137295)	('>10', 1.958947908228452)	('>50', 0.10527711073754027)	('>100', 0.02488106578906348)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013250_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 59.0781330081495)	(2.0, 20.09402190911687)	(3.0, 9.135065467582418)	(4.0, 4.355225500348753)	(5.0, 2.34265970282342)	(6.0, 1.401274673443947)	(7.0, 0.8198679508215196)	(8.0, 0.6237610349137379)	(9.0, 0.3892195002138605)	('>10', 1.6721376462290125)	('>50', 0.06589966186928752)	('>100', 0.02273394448765814)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013251_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 58.267054436619716)	(2.0, 15.482211699470941)	(3.0, 5.496248185412544)	(4.0, 2.39261135781094)	(5.0, 1.2807449675635694)	(6.0, 0.7543929141711198)	(7.0, 0.5638311171200129)	(8.0, 0.4785218001729137)	(9.0, 0.33527584578790665)	('>10', 7.027959794319173)	('>50', 3.1756958313093477)	('>100', 4.6190111920386245)	('>500', 0.12644085820316367)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013251_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.73788611010974)	(2.0, 13.765630011839047)	(3.0, 4.794803496550844)	(4.0, 2.0642121374926474)	(5.0, 1.086223407097305)	(6.0, 0.6744679300142882)	(7.0, 0.4816487647579412)	(8.0, 0.39896358365066503)	(9.0, 0.28600955787953536)	('>10', 6.4539192588547785)	('>50', 2.999793592975252)	('>100', 4.1470809562717115)	('>500', 0.10936119250626843)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013252_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 56.56641159041249)	(2.0, 19.981240876547897)	(3.0, 8.764689930466275)	(4.0, 4.422786624344063)	(5.0, 2.432686597028586)	(6.0, 1.4872665662908204)	(7.0, 0.98652938305456)	(8.0, 0.6293008320838427)	(9.0, 0.4818530956112829)	('>10', 3.6154936234291912)	('>50', 0.4917488070482273)	('>100', 0.13999207368280459)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013252_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 60.54046986685903)	(2.0, 18.6282454165326)	(3.0, 7.961583712526808)	(4.0, 3.941037545183116)	(5.0, 2.2353478898807304)	(6.0, 1.1782694643041542)	(7.0, 0.8325567084481267)	(8.0, 0.5537959358173169)	(9.0, 0.40807510063634084)	('>10', 3.2129476249570286)	('>50', 0.4102264046619581)	('>100', 0.09744433019278416)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013253_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 67.69318092620136)	(2.0, 18.3055775268011)	(3.0, 7.095811571330089)	(4.0, 2.9472542677674456)	(5.0, 1.4838977971375253)	(6.0, 0.7470091997534948)	(7.0, 0.4279166515237103)	(8.0, 0.2571254569295155)	(9.0, 0.16162328297324918)	('>10', 0.8572872842155975)	('>50', 0.023316035366917048)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013254_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 59.01651307593034)	(2.0, 21.081923266595858)	(3.0, 9.081519636345455)	(4.0, 4.316155701793435)	(5.0, 2.3167404979121327)	(6.0, 1.2159727221342238)	(7.0, 0.690473423036892)	(8.0, 0.4421357805526136)	(9.0, 0.28927255509770317)	('>10', 1.4680987113372956)	('>50', 0.047544896311320854)	('>100', 0.033649732952730604)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013254_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.82855392180823)	(2.0, 19.78989488817706)	(3.0, 8.205251768436492)	(4.0, 3.798315216566822)	(5.0, 1.948130797101719)	(6.0, 1.041747728400182)	(7.0, 0.551366805337698)	(8.0, 0.3461292474170213)	(9.0, 0.23410849779758708)	('>10', 1.1962588645889811)	('>50', 0.026941679342438206)	('>100', 0.0333005850257466)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013255_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 62.42108170254068)	(2.0, 19.347478664338237)	(3.0, 8.01033845027347)	(4.0, 3.6344175983391973)	(5.0, 1.9104474498073776)	(6.0, 1.0881280492255478)	(7.0, 0.6671329388667109)	(8.0, 0.40574180715196817)	(9.0, 0.3165034307795339)	('>10', 1.9400561834847494)	('>50', 0.12055039095251112)	('>100', 0.0)	('>500', 0.1381233342400492)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013255_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 67.45005842225757)	(2.0, 17.531300195395048)	(3.0, 6.791648279545261)	(4.0, 3.0536684000343497)	(5.0, 1.4831782358365262)	(6.0, 0.9093727167676218)	(7.0, 0.4891290516280805)	(8.0, 0.34614720518618836)	(9.0, 0.25118968434000366)	('>10', 1.516167702928919)	('>50', 0.042817058138037656)	('>100', 0.0)	('>500', 0.13532304794244)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013256_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 60.16087306754252)	(2.0, 21.031403456311562)	(3.0, 8.75138511088554)	(4.0, 4.216379485920527)	(5.0, 2.092785757907007)	(6.0, 1.0576009204387626)	(7.0, 0.65531055321865)	(8.0, 0.4363621723841746)	(9.0, 0.25470234007109865)	('>10', 1.29916078797086)	('>50', 0.008604803505039334)	('>100', 0.035431543844279614)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013257_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 63.88242698245974)	(2.0, 20.373709661389704)	(3.0, 7.807739984868922)	(4.0, 3.393005513211856)	(5.0, 1.6312496679358028)	(6.0, 0.8449184682860652)	(7.0, 0.5052442773849708)	(8.0, 0.3611862103384402)	(9.0, 0.21895921115114425)	('>10', 0.9691667790216386)	('>50', 0.012393243951719502)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013258_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 63.158098896751426)	(2.0, 20.0990079427397)	(3.0, 8.11724047709602)	(4.0, 3.6232173796944878)	(5.0, 1.7950633745148288)	(6.0, 0.9065332043155634)	(7.0, 0.5338171418875541)	(8.0, 0.3718979166587307)	(9.0, 0.22633833015492938)	('>10', 1.1300680293819672)	('>50', 0.038717306804830175)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013258_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 68.63481641245261)	(2.0, 17.949750524393533)	(3.0, 6.788190030858909)	(4.0, 2.9037621807690885)	(5.0, 1.369526133550909)	(6.0, 0.7485980834729791)	(7.0, 0.3609553191225932)	(8.0, 0.2265528585741141)	(9.0, 0.16953218773271808)	('>10', 0.830901634338734)	('>50', 0.017414634733813328)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013259_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 64.4587696439133)	(2.0, 20.45968218582362)	(3.0, 7.694866449370763)	(4.0, 3.2433911609452695)	(5.0, 1.6192156414595462)	(6.0, 0.8269692694253504)	(7.0, 0.4918694538808743)	(8.0, 0.2797225949110262)	(9.0, 0.17674158886971414)	('>10', 0.7487720114005422)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013259_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 72.27126817635873)	(2.0, 16.958540714222522)	(3.0, 5.887029524818501)	(4.0, 2.3841328277532634)	(5.0, 1.004603772951526)	(6.0, 0.5268465996405305)	(7.0, 0.281498004103273)	(8.0, 0.17167873991714452)	(9.0, 0.09701368844370425)	('>10', 0.40600014429065073)	('>50', 0.011387807500152333)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013260_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 59.027870713947294)	(2.0, 20.865454813741145)	(3.0, 9.076266872785723)	(4.0, 4.3072052513630315)	(5.0, 2.1973776556270357)	(6.0, 1.282535740192078)	(7.0, 0.7390229330663068)	(8.0, 0.5108048014071448)	(9.0, 0.3418367946242672)	('>10', 1.5798898785924178)	('>50', 0.04739603843182025)	('>100', 0.02433850622174553)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013260_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 65.56446120986298)	(2.0, 18.67705266869821)	(3.0, 7.453161348697379)	(4.0, 3.4105455390147696)	(5.0, 1.6598406203801794)	(6.0, 0.9640213113000528)	(7.0, 0.5302278772136202)	(8.0, 0.3346397719030349)	(9.0, 0.19357420345939366)	('>10', 1.1677208309239053)	('>50', 0.017805600927093525)	('>100', 0.026949017619384792)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013261_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 58.21496637308701)	(2.0, 19.784742331432692)	(3.0, 8.669769701703906)	(4.0, 4.478700029121366)	(5.0, 2.3226568140020056)	(6.0, 1.4608640119983245)	(7.0, 0.9128238453900931)	(8.0, 0.5972610522534364)	(9.0, 0.3929399049775164)	('>10', 2.6821107822743584)	('>50', 0.3248274492502413)	('>100', 0.01661762047322663)	('>500', 0.14172008403581957)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013261_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 62.9849654886851)	(2.0, 17.788251304873263)	(3.0, 7.78812302500127)	(4.0, 3.9063585280388864)	(5.0, 2.064948776322945)	(6.0, 1.2353098769324504)	(7.0, 0.6865760973150098)	(8.0, 0.5280951567448334)	(9.0, 0.35873678643723583)	('>10', 2.275651776479184)	('>50', 0.23999233076503293)	('>100', 0.0)	('>500', 0.14299085240480378)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013262_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 58.82607175404593)	(2.0, 21.011484959657288)	(3.0, 9.237169617954944)	(4.0, 4.312899787599432)	(5.0, 2.276949772197786)	(6.0, 1.2846683276310418)	(7.0, 0.7720656365213378)	(8.0, 0.4775918652440898)	(9.0, 0.33635763616808834)	('>10', 1.4200017814299086)	('>50', 0.027340415391796033)	('>100', 0.017398446158415657)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013262_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 65.10774728185176)	(2.0, 18.57365181828939)	(3.0, 7.823083087552201)	(4.0, 3.6519764462891366)	(5.0, 1.6866060222207195)	(6.0, 0.939507905837097)	(7.0, 0.5727491771140505)	(8.0, 0.3552600971604869)	(9.0, 0.19356488365659283)	('>10', 1.0477452966088883)	('>50', 0.02653698440247261)	('>100', 0.021570999017214577)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013263_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 61.93285030366552)	(2.0, 18.317887337658277)	(3.0, 8.10733838105474)	(4.0, 4.094770984985178)	(5.0, 2.1456487639012987)	(6.0, 1.3320348558363366)	(7.0, 0.7995562583485284)	(8.0, 0.5306889122507547)	(9.0, 0.3998659286099598)	('>10', 2.067476763843733)	('>50', 0.15768535881147847)	('>100', 0.0)	('>500', 0.11419615103420391)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013264_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 56.83689706491345)	(2.0, 20.48547722048025)	(3.0, 9.280803801543438)	(4.0, 4.714999454105339)	(5.0, 2.458433159518358)	(6.0, 1.5586536659456223)	(7.0, 0.8632874839592509)	(8.0, 0.6660793048064982)	(9.0, 0.46011839671554033)	('>10', 2.36456319699919)	('>50', 0.2069384030149779)	('>100', 0.01510091049028217)	('>500', 0.08864793750776756)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013264_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 64.34224971745117)	(2.0, 17.642401676161114)	(3.0, 7.641773360317098)	(4.0, 3.767783966058924)	(5.0, 1.8973656063108393)	(6.0, 1.1366683870954843)	(7.0, 0.6994216979759789)	(8.0, 0.5220970921241259)	(9.0, 0.34039729048297557)	('>10', 1.8571778983393996)	('>50', 0.06299281954707725)	('>100', 0.0)	('>500', 0.08967048813575076)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013265_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 47.30689035589569)	(2.0, 20.398416052933566)	(3.0, 10.919591362054726)	(4.0, 6.443620313105993)	(5.0, 4.00211896938736)	(6.0, 2.4371667841094085)	(7.0, 1.691736884289262)	(8.0, 1.2162944084199256)	(9.0, 0.8394491383285876)	('>10', 3.9987941417743587)	('>50', 0.5316491616317837)	('>100', 0.0766745866390789)	('>500', 0.0)	('>1k', 0.13759784143022427)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013265_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 52.15401031346525)	(2.0, 19.49835310505719)	(3.0, 10.02647128704804)	(4.0, 5.666819036410286)	(5.0, 3.435621357002758)	(6.0, 2.2011067941240645)	(7.0, 1.4157735287077438)	(8.0, 0.9961069119766259)	(9.0, 0.7191854271203496)	('>10', 3.330443597043213)	('>50', 0.37088163302663113)	('>100', 0.047941108216383005)	('>500', 0.0)	('>1k', 0.13728590080146044)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013266_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 56.739449321107635)	(2.0, 18.719272880979275)	(3.0, 9.330426043999832)	(4.0, 4.914980648241144)	(5.0, 2.888647967410484)	(6.0, 1.8357667479957005)	(7.0, 1.0683306599107507)	(8.0, 0.7463130188652588)	(9.0, 0.5171201509416292)	('>10', 2.690878923008982)	('>50', 0.36989797836950683)	('>100', 0.05013148757854823)	('>500', 0.0)	('>1k', 0.12878417159128144)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013267_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 52.53803945956993)	(2.0, 20.14783452011487)	(3.0, 9.923856879944811)	(4.0, 5.462299234786465)	(5.0, 3.2743426465479204)	(6.0, 2.101366005430094)	(7.0, 1.267737781528434)	(8.0, 0.8861220147171396)	(9.0, 0.6526930450119637)	('>10', 3.301446502576482)	('>50', 0.3169356303910118)	('>100', 0.02820139081480037)	('>500', 0.09912488856606429)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013267_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 55.41411559892337)	(2.0, 19.257518369727908)	(3.0, 9.336345857171487)	(4.0, 5.048256246378647)	(5.0, 3.1307860663469667)	(6.0, 1.8482888605571925)	(7.0, 1.2056223571606)	(8.0, 0.8362446914903525)	(9.0, 0.6013462045138682)	('>10', 2.928712731161075)	('>50', 0.2929487778202632)	('>100', 0.0)	('>500', 0.09981423874828342)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013268_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 45.74497576507492)	(2.0, 20.89341587803918)	(3.0, 11.350548862918618)	(4.0, 6.800501664126014)	(5.0, 4.239506803880255)	(6.0, 2.8294265324523433)	(7.0, 1.8491672646321764)	(8.0, 1.2021179863630527)	(9.0, 0.8286627410137637)	('>10', 3.62394661702731)	('>50', 0.346227062622101)	('>100', 0.05413835436294008)	('>500', 0.0)	('>1k', 0.23736446748730913)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013268_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 50.01609886128971)	(2.0, 19.96539553164475)	(3.0, 10.71402112268391)	(4.0, 6.231521628593988)	(5.0, 3.7056603449788943)	(6.0, 2.383219784806972)	(7.0, 1.5634052312227888)	(8.0, 1.1299389883982431)	(9.0, 0.7201828001344855)	('>10', 3.0513711968009676)	('>50', 0.241011222067277)	('>100', 0.04061953769241209)	('>500', 0.0)	('>1k', 0.23755374968560564)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013269_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 54.3535497912618)	(2.0, 20.674944403915227)	(3.0, 9.723581938915732)	(4.0, 5.126226832524948)	(5.0, 2.9018981229318817)	(6.0, 1.763027885873737)	(7.0, 1.1368224420519135)	(8.0, 0.7928217382314602)	(9.0, 0.49383077238514506)	('>10', 2.644149050643015)	('>50', 0.22361242379077775)	('>100', 0.041831385915094006)	('>500', 0.12370321155931469)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013269_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 59.333290242301985)	(2.0, 19.083490133381424)	(3.0, 8.811716393127236)	(4.0, 4.40925471718517)	(5.0, 2.442082091566296)	(6.0, 1.5326427529259639)	(7.0, 0.8913831926965031)	(8.0, 0.5962689127535774)	(9.0, 0.38757043578749206)	('>10', 2.1914039192105674)	('>50', 0.18402891062923948)	('>100', 0.01358430677346754)	('>500', 0.1232839916610922)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013270_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 68.71830134915126)	(2.0, 19.000307723240795)	(3.0, 6.6276591255345245)	(4.0, 2.628854107164202)	(5.0, 1.198389040490836)	(6.0, 0.550709426022525)	(7.0, 0.34684707427932476)	(8.0, 0.1678339202426642)	(9.0, 0.15138557607921013)	('>10', 0.5839221111234779)	('>50', 0.0)	('>100', 0.02579054667115002)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013270_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 73.56436494419533)	(2.0, 16.713140560641634)	(3.0, 5.470819901601392)	(4.0, 1.9873293416715687)	(5.0, 0.8777343063535633)	(6.0, 0.4928623018898151)	(7.0, 0.24597645714044858)	(8.0, 0.1258922886073478)	(9.0, 0.1145471599676125)	('>10', 0.38393141622003535)	('>50', 0.023401321711244163)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013271_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 54.59994203861006)	(2.0, 20.68950698865521)	(3.0, 9.74886520974174)	(4.0, 5.090787290689097)	(5.0, 2.9038042168393567)	(6.0, 1.7251635246961314)	(7.0, 1.092079263938257)	(8.0, 0.7510910271662633)	(9.0, 0.5212788731792922)	('>10', 2.5376890278035336)	('>50', 0.20733967502726502)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.1324528636537811)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013271_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	(1.0, 60.2211786190191)	(2.0, 18.91951586655199)	(3.0, 8.639738898825716)	(4.0, 4.3743334378726395)	(5.0, 2.343810312074159)	(6.0, 1.460990272468385)	(7.0, 0.8293075342521581)	(8.0, 0.5579940081557697)	(9.0, 0.4173823226194593)	('>10', 1.9837318204985073)	('>50', 0.1206463919659162)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.13137051569621985)	('>5k', 0.0)	('>10k+', 0.0)
SRR27013272_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	(1.0, 58.97818328343193)	(2.0, 19.890505024230883)	(3.0, 8.545509500164945)	(4.0, 4.236257492276003)	(5.0, 2.3807463893487135)	(6.0, 1.319824798291885)	(7.0, 0.8372627806084809)	(8.0, 0.5472056138880359)	(9.0, 0.4105773306375308)	('>10', 2.4850639381177353)	('>50', 0.19007549624310516)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.1787883527607355)	('>5k', 0.0)	('>10k+', 0.0)
