Module	Section	Sample Name	Source
FastQC	all_sections	SRR27013246_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013246_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013246_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013246_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013247_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013247_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013247_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013247_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013247_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013247_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013247_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013247_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013248_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013248_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013248_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013248_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013249_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013249_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013249_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013249_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013249_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013249_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013249_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013249_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013250_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013250_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013250_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013250_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013250_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013250_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013250_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013250_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013251_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013251_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013251_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013251_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013251_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013251_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013251_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013251_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013252_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013252_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013252_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013252_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013252_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013252_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013252_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013252_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013253_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013253_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013253_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013253_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013254_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013254_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013254_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013254_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013254_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013254_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013254_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013254_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013255_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013255_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013255_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013255_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013255_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013255_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013255_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013255_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013256_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013256_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013256_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013256_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013256_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013256_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013256_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013256_Genome_Sequencing_of_Listeria_monocytogenes_SA_outbreak_2017_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013257_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013257_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013257_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013257_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013258_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013258_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013258_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013258_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013259_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013259_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013259_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013259_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013260_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013260_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013260_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013260_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013261_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013261_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013261_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013261_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013262_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013262_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013262_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013262_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013263_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013263_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013263_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013263_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013264_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013264_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013264_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013264_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013265_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013265_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013265_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013265_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013266_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013266_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013266_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013266_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013267_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013267_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013267_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013267_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013268_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013268_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013268_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013268_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013269_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013269_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013269_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013269_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013270_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013270_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013270_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013270_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013271_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013271_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013271_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013271_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013272_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013272_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013272_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013272_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013273_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013273_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013273_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013273_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013274_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013274_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013274_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013274_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013275_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013275_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013275_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013275_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013276_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013276_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013276_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013276_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013277_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013277_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013277_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013277_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013278_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013278_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013278_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013278_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013279_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013279_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013279_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013279_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013280_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013280_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013280_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013280_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013281_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013281_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013281_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013281_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013282_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013282_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013282_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013282_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013283_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013283_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013283_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013283_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013284_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013284_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013284_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013284_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013285_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013285_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013285_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013285_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013286_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013286_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013286_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013286_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013287_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013287_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013287_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013287_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013288_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013288_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013288_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013288_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013289_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013289_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013289_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013289_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013290_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013290_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013290_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013290_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013291_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013291_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013291_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013291_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013292_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013292_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013292_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013292_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013293_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013293_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013293_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013293_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013294_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013294_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013294_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013294_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013295_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013295_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013295_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013295_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013296_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013296_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013296_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013296_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013297_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013297_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013297_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013297_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013298_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013298_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013298_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013298_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013299_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013299_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013299_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013299_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013300_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013300_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013300_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013300_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013301_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013301_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013301_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013301_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013302_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013302_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013302_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013302_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013303_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013303_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013303_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013303_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013304_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013304_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013304_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013304_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013305_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013305_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013305_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013305_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013306_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013306_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013306_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013306_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013307_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013307_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013307_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013307_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013308_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013308_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013308_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013308_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013309_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013309_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013309_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013309_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013310_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013310_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013310_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013310_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013311_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013311_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013311_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013311_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013312_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013312_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013312_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013312_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013313_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013313_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013313_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013313_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013314_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013314_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013314_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013314_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013315_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013315_1.trimmed_fastqc.zip
FastQC	all_sections	SRR27013315_2	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013315_2.trimmed_fastqc.zip
FastQC	all_sections	SRR27013316_1	/home/teameinstein/Mary/SA_Polony_project/qc/trimmed_qc/SRR27013316_1.trimmed_fastqc.zip
